ID,Age,MonthlyIncome,NumberOfDependents,RevolvingUtilizationOfUnsecuredLines,DebtRatio,OpenCreditCardLoans,DaysPastDue90,OpenRealEstateLoans,LastYearProfit
74451,37,NA,2,1.035595254,464.0,3,0,0,459.0
74460,56,NA,NA,0.001321989,12.0,10,0,0,727.0
74463,66,2849,0,0.071990711,0.558947368,8,0,0,3285.0
74467,57,10112,2,0.737141429,0.270938396,5,0,1,-837.0
74474,63,5582,0,0.00923136,0.240193444,12,0,2,550.0
74482,56,5900,1,0.003043429,0.312828334,11,0,4,5257.0
74484,52,2400,0,0.255745169,1.042482299,15,0,2,1315.0
74486,51,3836,2,0.049442122,0.208496221,9,0,0,2159.0
74488,58,3885,0,0.114485123,0.360524961,6,0,1,420.0
74494,34,8266,0,0.662620333,0.218942785,8,0,0,2519.0
74497,45,9334,1,0.015849208,0.167005892,5,0,1,1334.0
74499,36,2650,1,0.080916853,0.397585817,6,0,1,2402.0
74511,48,9043,2,0.008726215,0.171273773,3,1,1,2015.0
74526,42,2400,0,0.977931631,0.126613911,3,1,0,-2176.0
74532,52,6600,1,0.252586323,0.99727314,18,0,4,1915.0
74542,49,10300,3,0.07210651,0.294922823,16,1,1,635.0
74544,55,10000,0,0.311965019,0.347165283,13,0,1,376.0
74547,63,2600,0,0.32227516,0.52864283,9,0,0,2191.0
74548,35,5730,1,0.297702298,0.540568836,11,0,1,757.0
74551,45,4665,2,0.050193736,1.049507072,14,0,6,1289.0
74557,49,4266,0,0.013817344,0.396765878,14,0,1,2004.0
74558,53,4583,0,0.024987156,0.187390925,20,0,1,1456.0
74564,61,8000,1,1.012931609,0.056992876,2,1,0,2840.0
74580,61,11149,1,0.316676597,0.631121076,25,0,4,539.0
74581,64,NA,0,0.009266049,4.0,2,0,0,703.0
74594,70,3400,0,0.362866199,0.44075272,10,0,1,-1127.0
74600,49,5900,1,0.111939574,0.189459414,9,0,0,994.0
74609,51,8583,4,0.031181272,0.904240447,11,0,3,-1239.0
74611,60,NA,0,0.9999999,2239.0,2,0,1,500.0
74612,70,NA,0,0.045296656,37.0,3,0,0,2342.0
74615,68,6043,0,0.016178283,0.214592985,8,0,1,881.0
74619,45,8068,2,0.524318769,0.610856364,12,0,3,-2937.0
74627,62,5416,1,0.26474443,0.110762415,9,0,0,1461.0
74635,46,13067,2,0.43805701,0.283593511,14,0,2,1803.0
74639,60,NA,0,0.420037417,1271.0,5,0,0,2127.0
74640,47,8745,3,0.133241672,0.231077064,2,0,1,1628.0
74641,53,NA,1,0.079705012,692.0,3,0,0,769.0
74646,65,9500,1,0.091487716,0.328281234,7,0,2,1266.0
74651,52,8868,1,0.406887663,0.315142632,15,0,1,2259.0
74655,57,9337,3,0.779376162,0.3567145,13,0,1,1299.0
74656,61,0,0,0.01608737,33.0,6,0,0,325.0
74657,30,6000,0,0.468003964,0.28761873,10,0,0,1002.0
74665,50,10000,2,0.793402199,0.520547945,13,1,1,3850.0
74666,55,9100,2,0.117877642,0.413910559,6,0,2,630.0
74669,73,4400,0,0.02947647,0.131106567,3,0,0,901.0
74677,77,5910,1,0.957688677,0.477922517,9,0,0,542.0
74697,44,6650,0,0.236947471,0.292136521,14,0,2,1263.0
74698,61,NA,0,0.058089706,1353.0,5,0,1,3867.0
74701,51,8600,2,0.168608269,0.358214161,13,0,1,618.0
74702,48,NA,0,0.9999999,69.0,0,1,0,3264.0
74704,48,4404,2,0.589341066,0.230874007,3,0,1,479.0
74709,73,NA,NA,0.02702215,1584.0,9,0,1,2087.0
74710,60,4083,0,0.052627385,0.569539667,9,0,2,937.0
74711,68,NA,0,0.05487561,108.0,1,0,0,361.0
74715,52,5200,2,0.018049543,0.282061142,14,0,1,3412.0
74717,46,10650,1,0.539059013,0.309642287,14,0,1,394.0
74720,38,2000,0,0.924442222,0.224887556,2,0,0,936.0
74727,47,NA,0,0.9999999,3175.0,10,0,1,462.0
74729,52,NA,0,0.066233995,2308.0,7,0,1,1448.0
74735,71,NA,0,0.052555695,33.0,8,0,0,3361.0
74736,27,6000,1,0.019710008,0.287952008,20,0,2,635.0
74746,53,7999,2,0.224109481,0.330125,15,0,2,2572.0
74749,50,5256,0,0.9999999,0.128019783,1,0,0,-1101.0
74761,64,15585,1,0.05879825,0.155652509,23,0,3,-667.0
74762,87,NA,1,0.362660663,2453.0,7,5,0,559.0
74764,89,4094,0,0.004619908,0.001465201,3,0,0,1113.0
74765,56,8511,1,0.054905738,0.227913534,6,0,1,340.0
74771,26,2233,0,0.734530938,0.004923903,2,0,0,9785.0
74774,62,25000,1,0.253589807,0.354185833,8,0,3,946.0
74777,40,4380,3,0.469560897,0.950924446,13,0,2,1387.0
74778,38,4400,1,0.157307115,0.169052488,4,0,0,2004.0
74781,78,6725,0,0.138927002,0.524085638,6,0,1,3000.0
74785,73,5250,0,0.49233094,0.624262045,11,0,1,1396.0
74793,74,3800,0,0.363202337,0.592212576,17,0,1,859.0
74794,51,6500,0,0.344975359,0.263497923,6,0,2,1535.0
74796,46,3537,2,0.51107071,0.184002261,5,0,0,253.0
74800,33,4416,0,0.9999999,0.110935024,2,0,0,2506.0
74802,53,5600,0,0.256761056,0.121049813,8,0,0,554.0
74805,43,4271,2,0.199084831,0.44335206,9,0,0,1441.0
74813,54,5683,0,0.025571503,0.23416608,6,0,1,3771.0
74829,52,NA,0,0.616922885,147.0,2,0,0,4082.0
74832,60,12402,1,0.072664648,0.343384665,9,0,1,1763.0
74835,43,9500,2,0.337034062,0.398589622,12,0,1,2350.0
74836,70,NA,0,0.082801336,903.0,10,0,1,1356.0
74838,76,3962,1,0.773380062,0.364118092,6,0,0,910.0
74842,46,5550,2,0.34871491,0.97549991,5,0,3,-1224.0
74847,43,14040,0,0.509132927,0.220995656,4,0,1,383.0
74852,44,3218,3,0.143657925,0.922646785,3,0,1,835.0
74862,77,NA,0,0.481257687,2911.0,10,0,2,882.0
74863,69,8330,1,0.999297753,0.212579522,8,0,2,1619.0
74864,49,8300,1,0.7032595,0.275990844,12,0,2,2086.0
74876,72,NA,0,0.116719393,1402.0,19,0,1,596.0
74881,38,4333,0,0.022223271,0.287032764,8,0,1,1061.0
74889,56,6722,0,0.478340653,0.508850216,9,0,1,673.0
74900,70,1835,0,4.61503E-4,0.114923747,6,0,1,927.0
74901,56,NA,0,0.357644538,3132.0,15,0,1,4378.0
74902,62,NA,NA,0.508834476,1124.0,5,0,2,964.0
74903,77,4083,1,0.114428963,0.038687561,2,0,0,2303.0
74904,43,6400,1,2.137260249,0.571785658,15,0,1,339.0
74905,53,5800,0,0.013638276,0.002758145,6,0,0,3130.0
74909,52,NA,0,0.380563124,4447.0,7,0,2,1560.0
74912,42,5000,1,0.224197311,0.411517696,6,0,2,484.0
74913,59,8633,0,0.001540009,0.213690063,11,0,2,552.0
74922,45,10500,0,0.008989823,0.289210551,21,0,1,1210.0
74926,50,8629,2,0.277749874,0.49212051,15,0,2,1453.0
74929,78,10500,0,0.00178456,4.76145E-4,6,0,0,712.0
74930,43,3400,2,0.25874825,1.136430462,5,0,1,1844.0
74939,53,6330,0,0.306127681,0.368820092,3,0,1,951.0
74940,57,7083,0,0.9999999,0.593450028,8,0,2,569.0
74945,72,12300,1,0.210604461,0.26900252,11,0,2,2544.0
74948,67,5552,0,0.022153571,0.090041419,5,0,0,267.0
74953,59,3608,0,0.368817783,0.412025492,6,1,0,516.0
74955,52,2800,0,0.697942736,1.176008568,16,0,2,383.0
74957,42,10532,2,0.039854358,0.41051932,15,0,2,821.0
74960,77,3608,0,0.030318669,0.431698531,7,0,2,2919.0
74968,51,NA,0,0.601577299,7048.0,15,0,2,-4820.0
74970,41,4583,2,0.051181918,0.45047993,12,0,1,225.0
74974,57,6000,1,0.217758685,0.156140643,12,0,0,692.0
74975,53,6700,2,1.002829593,0.503208476,9,0,1,981.0
74976,62,25000,2,0.183497379,0.015399384,5,0,0,1563.0
74977,30,1450,3,0.9999999,0.069607167,0,0,0,1151.0
74986,54,8333,0,0.560072834,0.453563715,15,0,2,729.0
74989,55,12416,0,0.033586217,0.126681163,9,0,2,272.0
74991,23,3200,0,0.853305241,0.197125898,5,1,0,-2645.0
75002,59,NA,0,0.214896376,3158.0,12,0,1,1013.0
75005,64,NA,NA,0.026098695,714.0,2,0,1,549.0
75008,29,7683,1,0.041078861,0.119078605,5,0,0,1854.0
75009,60,NA,0,0.467481466,6417.0,13,0,4,3241.0
75010,88,5575,0,0.011999636,0.31258967,7,0,1,613.0
75014,76,NA,0,0.00860487,12.0,7,0,0,882.0
75019,36,3166,0,0.9999999,0.016419324,0,0,0,307.0
75034,68,NA,1,1.278065385,2703.0,15,0,2,1424.0
75046,47,13750,2,0.937306269,0.229874191,4,0,3,418.0
75055,62,4250,1,0.009124772,0.002352388,1,0,0,909.0
75058,54,12000,2,0.065043675,0.243146404,8,0,2,856.0
75068,35,2850,1,0.432152262,0.519466854,9,0,0,1087.0
75069,35,4475,0,0.203128243,0.176273458,7,0,0,1379.0
75070,67,NA,1,0.491757289,1547.0,8,0,1,832.0
75073,60,15000,0,0.00865862,0.254183054,7,0,1,1216.0
75075,44,1837,0,0.092697683,0.692600653,10,0,2,1773.0
75081,55,NA,1,0.062095731,4090.0,10,0,2,851.0
75083,61,2916,0,0.03709629,0.007541995,1,0,0,556.0
75085,53,NA,0,0.72859814,5121.0,9,0,1,1522.0
75086,59,2600,0,0.418526396,1.136101499,17,0,2,1633.0
75087,80,6217,0,0.003744721,0.002090704,13,0,0,354.0
75103,42,NA,0,0.9999999,4424.0,5,0,2,2313.0
75104,45,6300,3,0.703859228,0.394699254,5,3,1,-960.0
75106,39,8500,0,0.008266396,0.502764381,16,0,3,1024.0
75114,48,NA,NA,0.594971221,58.0,2,0,0,375.0
75116,47,NA,NA,0.033245183,1742.0,10,0,1,939.0
75118,52,8000,0,0.018648847,0.257092863,5,0,2,848.0
75119,31,NA,2,0.054503259,285.0,5,0,0,538.0
75123,59,10000,1,0.458424173,0.587441256,13,0,2,2356.0
75124,63,NA,0,0.052149798,3094.0,7,0,2,1430.0
75125,63,5991,0,0.399309314,0.260680908,11,0,2,519.0
75128,72,10500,0,0.003802494,0.055804209,16,0,1,245.0
75129,79,5600,1,0.672994963,0.194786645,6,0,0,1090.0
75150,46,3925,3,0.988687007,0.47656648,5,4,0,-2360.0
75157,51,NA,NA,0.024661927,1968.0,6,0,2,1955.0
75159,42,NA,0,0.053331801,2912.0,12,0,2,1393.0
75160,41,5832,3,0.053928549,0.507457569,8,0,3,2786.0
75163,54,1121,1,0.114118118,0.656862745,3,0,0,803.0
75170,45,3000,0,0.031825394,0.01032989,3,0,0,952.0
75173,45,7915,0,0.415106625,0.309626074,7,0,1,2376.0
75193,78,NA,0,0.122187781,36.0,4,0,0,3536.0
75203,50,NA,0,0.941547454,1360.0,8,0,0,-1626.0
75210,59,3621,1,0.208850213,0.444505798,7,0,1,600.0
75218,51,8400,0,0.293748933,0.042971075,5,0,0,1794.0
75226,50,7000,0,0.845158399,0.267676046,7,0,0,1258.0
75228,70,11202,0,0.010599697,0.14737124,7,0,1,313.0
75233,33,2100,0,0.431966772,0.289386007,5,0,0,843.0
75236,23,NA,0,0.960053262,21.0,1,0,0,1767.0
75255,62,8833,0,0.228835768,0.36699117,14,0,2,1892.0
75259,30,3075,2,0.9999999,0.004876463,0,1,0,1639.0
75264,33,9750,0,0.076541347,0.256794175,21,0,1,816.0
75268,60,3000,0,0.729626588,0.602799067,8,0,0,1333.0
75287,48,4200,0,0.05527725,0.329683409,13,0,1,678.0
75288,41,9666,2,0.182487464,0.084928106,13,0,0,2407.0
75289,32,5786,4,0.031366707,0.280456195,11,0,0,1124.0
75292,41,1500,2,0.9999999,0.061292472,1,2,0,-3285.0
75296,69,7000,0,0.9999999,0.284673618,6,0,2,745.0
75299,53,15000,0,0.961618682,0.913139124,15,1,3,627.0
75302,58,7500,0,0.032502656,0.233035595,16,0,3,356.0
75305,58,12500,0,0.190591881,0.289176866,4,1,1,478.0
75310,58,NA,0,0.097388346,1765.0,14,0,1,2540.0
75313,48,NA,0,0.431022759,323.0,1,0,0,5486.0
75314,47,4000,3,0.953868204,0.866783304,12,0,1,489.0
75316,60,8074,0,0.30409951,0.172755418,5,0,0,478.0
75324,58,8750,0,0.072690414,0.099531482,9,0,2,837.0
75331,44,4666,0,0.9999999,0.07863724,2,2,0,-1737.0
75334,62,NA,0,0.051847408,1530.0,5,0,1,305.0
75336,40,7078,2,0.523483234,0.345670292,8,0,0,3203.0
75337,74,5701,0,0.054604465,0.163626798,10,0,0,354.0
75340,22,3584,0,0.319361277,0.00111576,1,0,0,1105.0
75341,66,2252,0,0.785447039,0.93786063,4,0,2,1772.0
75351,36,5140,0,0.293981033,0.159113013,10,0,0,2704.0
75352,31,2416,0,0.640563821,0.213901531,4,0,0,816.0
75356,49,4800,2,0.293223058,0.317433868,20,0,1,2378.0
75367,42,12988,3,0.105141465,0.438832859,17,0,5,1194.0
75384,47,NA,0,0.063516957,2954.0,2,0,1,1083.0
75391,36,NA,2,0.142857143,1545.0,5,0,1,1971.0
75399,69,3941,0,0.936589546,0.237442922,6,2,0,524.0
75403,78,1600,0,0.079270595,0.226733292,15,0,0,2284.0
75404,43,18000,3,0.069032157,0.380534415,9,0,2,1082.0
75409,26,2250,0,0.267584412,0.16748112,11,0,0,1370.0
75414,36,2458,0,0.440194976,0.696624644,5,0,1,996.0
75422,30,5232,0,0.430911764,0.514045481,12,0,1,1241.0
75423,25,864,0,0.071464268,0.605780347,3,0,0,691.0
75438,56,5250,0,0.029214723,0.213864026,6,0,1,685.0
75444,45,3600,2,0.9999999,0.435990003,2,2,1,-7370.0
75449,45,NA,0,0.509630937,857.0,8,0,0,1964.0
75458,44,5833,1,0.452353927,0.888069935,11,0,3,1689.0
75459,36,5072,0,0.304517771,0.449635324,9,0,1,336.0
75460,32,3000,0,0.135508953,0.641452849,10,0,1,3053.0
75462,40,8000,0,0.091538169,0.51143607,4,0,1,1644.0
75463,40,7660,3,0.436500266,0.481268764,13,0,2,618.0
75473,70,NA,0,0.105117964,3760.0,5,0,2,1100.0
75479,63,0,0,0.095059216,2173.0,11,0,1,1775.0
75491,68,4938,1,0.082748731,0.52298036,8,0,1,647.0
75494,32,2666,0,0.925074925,0.593550806,2,0,1,1049.0
75501,45,8508,1,0.005587463,0.054412974,9,0,0,437.0
75503,68,1400,0,0.002946357,0.281227695,12,0,1,748.0
75504,58,NA,2,0.109950004,392.0,8,0,0,1512.0
75506,49,5000,1,0.027917136,0.00479904,4,0,0,254.0
75514,60,700,0,0.028314905,1.262482168,8,0,1,586.0
75519,64,NA,3,0.120335082,1290.0,17,0,0,2232.0
75523,38,8366,3,0.099721624,0.417951476,9,0,1,647.0
75535,45,9700,0,0.021851043,0.001546232,6,0,0,1940.0
75548,44,4820,2,0.64683829,0.304915993,5,0,1,572.0
75555,33,4200,3,0.9999999,0.105213045,1,0,0,1464.0
75556,40,7744,0,0.904004571,0.455777921,7,0,1,1866.0
75561,47,5000,0,0.28247579,0.574285143,10,0,1,-6507.0
75564,63,NA,0,0.033239795,1529.0,12,0,2,1106.0
75572,58,8110,0,0.077066308,0.36025151,8,0,1,508.0
75573,56,12720,0,0.139475991,0.111233394,4,0,1,2444.0
75582,34,9600,0,0.010226222,0.261743568,8,0,2,839.0
75586,67,NA,0,0.9999999,706.0,2,3,0,-3221.0
75592,49,NA,NA,0.21854599,5395.0,7,0,1,1378.0
75599,72,3300,1,0.063982976,0.036049682,4,0,0,448.0
75602,43,7693,1,1.887043189,0.155965688,5,1,0,-4338.0
75606,50,5833,0,0.034660724,0.258484745,7,0,1,3181.0
75608,52,12000,0,0.253444248,0.416715274,15,0,1,-4508.0
75610,64,20916,2,0.046943762,0.140555529,13,0,2,372.0
75612,34,3800,0,0.345141047,0.759800053,11,0,1,637.0
75615,38,8300,2,0.300059485,0.220816769,8,0,1,416.0
75617,31,3607,2,0.993200247,0.379711752,3,0,0,910.0
75622,81,3500,1,0.034555112,0.479577264,6,0,2,892.0
75624,45,7000,2,0.78670279,0.434937866,12,0,1,1167.0
75633,31,2221,2,0.646353646,0.309630963,4,0,0,2913.0
75645,65,4330,0,0.490782983,0.23620411,8,0,0,5402.0
75647,62,1650,0,0.79487448,1.233797698,6,0,1,2315.0
75650,52,1583,3,0.475431525,0.683712121,14,0,0,1102.0
75651,24,2725,0,0.274483678,0.004402054,2,0,0,-1364.0
75663,44,9400,4,0.967421457,0.346558877,10,0,2,998.0
75664,35,NA,0,0.467850456,3296.0,8,0,2,456.0
75665,58,1250,2,0.288918442,1.207833733,5,0,1,614.0
75667,50,NA,0,0.160089007,3088.0,8,0,2,827.0
75672,50,8666,0,0.052429342,0.289950387,9,0,3,1974.0
75674,23,NA,NA,0.626702997,20.0,1,0,0,1583.0
75677,49,5000,1,0.417593016,0.387922416,6,0,1,648.0
75683,63,6000,0,0.179101026,0.36443926,13,0,2,545.0
75692,62,2300,0,0.673742501,0.524119948,2,1,1,83.0
75697,46,18500,0,0.258240467,0.208475218,10,0,2,662.0
75700,30,1600,0,0.638961776,0.564647096,10,0,0,-3317.0
75701,64,1642,0,0.090033455,0.044430919,7,0,0,1213.0
75702,70,2500,2,0.881221844,0.468612555,9,0,0,425.0
75705,69,44000,1,0.092410065,0.228994796,15,0,3,1685.0
75709,31,1,1,0.9999999,435.0,2,0,1,773.0
75716,28,3557,0,0.318766067,0.090500281,2,0,0,1017.0
75721,45,650,0,0.084756292,9.906298003,13,0,3,1139.0
75722,66,3000,0,0.023687007,0.262245918,8,0,1,1683.0
75733,58,0,0,0.04047976,4334.0,9,0,3,536.0
75735,34,1600,0,0.43582567,0.019987508,6,0,0,7909.0
75746,52,5400,2,0.646979614,1.33808554,19,0,3,-1426.0
75755,83,3205,0,0.06414275,1.099189021,13,0,1,1350.0
75759,63,3569,0,0.205307565,0.071708683,3,0,0,1474.0
75761,47,11000,0,0.243553806,0.315789474,14,0,1,-1473.0
75764,32,4500,0,0.032458369,0.295712064,7,0,1,984.0
75772,29,2750,0,0.46943744,0.853507815,7,0,1,1093.0
75775,50,5614,0,0.008918768,0.809973286,16,0,2,1131.0
75777,85,3400,0,0.903177732,0.165539547,3,0,0,2668.0
75782,52,10500,0,0.058023103,0.219407675,10,0,1,2532.0
75790,45,2650,3,1.061885882,0.069030555,2,1,0,-3423.0
75819,53,2000,4,0.452579614,2.246376812,12,0,2,293.0
75832,26,1200,0,0.033661056,0.023313905,1,0,0,764.0
75840,39,3812,2,9.75576E-4,0.197744558,9,0,0,2731.0
75848,56,NA,1,0.002924927,3318.0,5,0,1,1387.0
75850,48,6645,0,0.223436875,0.241799579,8,0,1,2305.0
75859,55,14277,2,0.03058568,0.192253817,17,0,2,1407.0
75860,56,9717,2,0.510835692,0.59271455,18,0,2,601.0
75875,44,25650,3,0.693515201,0.204202565,6,0,2,1116.0
75882,55,NA,0,0.367440276,1607.0,8,0,2,1586.0
75886,42,2695,1,0.140664049,0.329747774,3,2,1,-1081.0
75887,50,1,1,0.299064069,2208.0,13,0,1,126.0
75890,78,5349,0,0.001235258,1.86916E-4,7,0,0,862.0
75892,58,2000,0,0.12184838,0.495252374,11,0,1,718.0
75893,78,NA,0,0.114777516,68.0,6,0,0,225.0
75909,45,6816,3,0.942459776,0.125568432,3,0,0,1740.0
75916,49,4837,1,0.274511092,0.275733774,8,0,1,694.0
75919,82,NA,0,0.009467833,1500.0,6,0,2,913.0
75923,69,NA,0,0.033056089,158.0,8,0,1,1584.0
75933,68,NA,0,0.107159948,197.0,6,0,0,951.0
75935,40,2557,2,0.273379602,1.17005473,7,0,2,890.0
75937,93,NA,0,0.022389495,24.0,6,0,0,373.0
75938,82,3300,0,0.034569513,0.094516813,14,0,1,1445.0
75940,32,1878,0,0.512228888,0.0526876,2,0,0,757.0
75944,33,8304,1,0.076155867,0.473570138,11,0,3,325.0
75947,48,5374,3,0.666523526,0.588465116,10,0,2,561.0
75951,61,7585,0,0.07679647,0.320722383,11,0,2,1558.0
75953,75,NA,NA,0.023806777,18.0,4,0,0,683.0
75960,66,NA,0,0.0312247,2228.0,11,0,2,295.0
75961,67,15000,1,0.358532613,0.094460369,6,0,1,433.0
75968,51,6000,0,0.509880916,0.277620397,11,0,0,360.0
75978,54,NA,4,0.352794998,8151.0,13,0,3,1302.0
75994,63,6875,0,0.027999391,0.271087842,10,0,1,708.0
75995,69,NA,0,0.057397738,91.0,4,0,0,337.0
75997,35,4950,0,0.082277878,0.149868713,7,0,0,665.0
76005,67,10416,1,0.015499354,0.092157051,5,0,1,1359.0
76006,33,2700,2,0.9999999,0.050351722,1,1,0,465.0
76011,29,2040,0,0.288092536,0.294463498,7,0,0,767.0
76017,39,1975,0,0.788701555,0.188765182,10,1,0,183.0
76022,62,10500,0,0.003166859,0.189220074,17,0,2,1523.0
76024,50,4520,0,0.326309592,0.98960407,18,0,1,7621.0
76034,52,9892,0,0.429152362,0.297381987,5,0,2,320.0
76039,39,0,2,0.00644652,1422.0,7,0,1,1684.0
76045,68,1224,0,0.9999999,0.229387755,1,0,0,1733.0
76047,55,9000,0,0.190386058,0.323186313,9,0,2,410.0
76052,56,5336,3,0.451654718,0.346449316,11,0,1,393.0
76056,41,11464,1,0.747178118,0.452769298,13,0,1,2217.0
76059,57,4749,0,0.49228996,0.454947368,9,0,2,978.0
76064,35,6674,1,0.336398499,0.13423221,5,0,0,784.0
76069,57,NA,0,0.062148867,1691.0,10,0,1,2951.0
76076,58,2000,0,0.162734906,0.005997001,3,1,0,568.0
76078,60,5930,0,1.163210807,0.239082785,8,1,1,-983.0
76079,67,3000,1,0.019396121,0.056314562,4,0,1,359.0
76097,72,NA,0,0.238365807,3312.0,12,0,2,2274.0
76098,81,3398,0,0.028406355,0.006766696,5,0,0,1949.0
76105,62,NA,0,0.073816173,816.0,16,0,0,4436.0
76110,28,5850,0,0.360929224,0.534438558,12,1,2,653.0
76117,64,3000,0,0.008449578,0.317227591,5,0,1,1488.0
76118,26,1200,0,0.71347421,0.393838468,3,0,0,1255.0
76119,47,13600,3,0.16243599,0.08242041,8,0,0,1194.0
76124,55,7300,2,0.019887243,0.493494042,18,0,2,365.0
76126,46,10666,1,0.62296035,0.704227993,18,0,13,-684.0
76138,60,4525,2,0.142600412,0.405214317,19,0,1,562.0
76146,57,0,0,0.276482345,915.0,4,1,1,-2311.0
76147,34,2667,0,0.216116739,0.209895052,8,0,0,1253.0
76153,51,5335,1,0.002123012,0.276236882,7,0,1,861.0
76154,48,8333,5,0.593830334,0.221262299,5,0,1,519.0
76156,80,2764,0,0.609439056,3.96925859,13,0,6,1510.0
76159,47,NA,0,0.08017663,3600.0,10,0,2,295.0
76164,47,8500,2,0.579427876,0.266556876,9,0,2,3577.0
76165,36,6180,2,0.896280496,0.337324058,8,0,1,925.0
76172,56,12500,0,0.081876725,0.00487961,1,0,0,908.0
76176,45,10000,0,0.007765227,0.00219978,5,0,0,1169.0
76181,63,3252,4,0.451598194,1.086381801,13,0,2,374.0
76185,27,0,2,0.570505589,470.0,8,0,0,6238.0
76186,62,4000,0,0.321402214,1.140964759,20,0,2,4306.0
76187,46,8750,0,0.329510948,0.483716147,14,0,2,2529.0
76190,41,1,3,0.009748121,1395.0,10,0,1,1840.0
76191,60,7650,0,0.38050497,0.754803294,24,0,4,1285.0
76193,30,3500,0,0.175731295,0.118537561,7,0,0,1549.0
76209,62,NA,0,0.066794797,1460.0,7,0,1,1560.0
76210,38,2772,0,0.022395521,0.203750451,4,0,0,407.0
76215,42,1201,0,0.060092162,0.62063228,8,0,1,541.0
76218,28,2900,1,0.936600374,0.357807653,11,0,0,307.0
76225,57,6235,0,0.009186285,0.287844772,6,0,1,3246.0
76227,70,9166,0,9.25289E-4,3.27261E-4,10,0,0,1723.0
76229,64,6000,0,0.006653245,0.002332945,17,0,0,700.0
76236,48,5100,0,0.244062937,0.555577338,20,0,1,541.0
76241,63,8766,0,0.9999999,0.248317554,14,0,2,521.0
76251,80,NA,0,0.032119358,1020.0,7,0,1,106.0
76259,39,7054,1,0.044600705,0.293125443,8,0,2,739.0
76268,73,NA,0,0.010257556,2148.0,9,0,2,666.0
76272,38,2166,0,0.425861031,0.236271343,4,0,0,642.0
76278,50,3233,2,0.723706738,1.273654917,11,0,1,956.0
76279,31,1000,0,0.136177692,1.551448551,5,0,1,1821.0
76280,38,NA,0,0.049292303,3926.0,11,0,1,434.0
76287,62,NA,0,0.119125392,1753.0,4,0,1,289.0
76295,37,4700,4,0.603490575,0.434801106,9,0,0,452.0
76296,44,6315,0,0.733874201,0.148036732,5,0,0,1100.0
76298,36,3740,1,0.122643868,0.581662657,7,0,2,281.0
76305,43,3600,0,0.028699133,0.117745071,13,0,0,519.0
76307,26,NA,NA,0.752808989,217.0,6,0,0,-1471.0
76314,66,9794,0,0.343746077,0.299948954,22,0,1,1441.0
76315,56,12500,0,0.107878978,0.450203984,13,0,4,1529.0
76317,36,6500,1,0.234513198,0.343947085,11,0,2,1177.0
76323,22,1400,0,0.779789246,0.061384725,3,0,0,508.0
76326,27,5142,1,0.394039899,0.409683064,9,0,1,599.0
76330,55,9100,0,0.11755542,0.120426327,13,1,1,292.0
76331,31,NA,0,0.165591168,95.0,4,0,0,410.0
76345,55,NA,0,0.49708721,195.0,3,0,0,782.0
76346,39,6950,0,0.004314921,0.75327291,11,0,3,525.0
76352,60,NA,NA,0.180533211,216.0,14,0,0,1916.0
76357,55,NA,0,0.15907428,617.0,6,0,0,398.0
76364,46,4250,4,0.080274247,0.381557281,8,0,1,561.0
76367,52,NA,2,0.190766593,5371.0,19,0,3,1255.0
76381,39,2500,0,0.629112899,0.290283886,4,0,0,897.0
76383,76,4167,0,0.043524513,0.010076775,3,0,0,1038.0
76386,45,12250,2,0.182670297,0.142845482,5,0,2,71.0
76391,67,11071,0,0.004559166,0.052745665,7,0,1,394.0
76394,61,3645,1,0.006468548,0.187054306,5,0,1,4314.0
76397,71,7200,0,0.044941443,0.208721011,8,0,1,792.0
76402,49,4000,0,0.305162581,0.185703574,3,0,1,908.0
76403,43,7016,0,0.123346376,0.447057147,6,0,2,968.0
76408,59,3935,1,0.040447978,0.099339431,2,0,0,973.0
76419,52,3096,0,0.003162157,0.032935098,14,0,0,1279.0
76421,44,9541,1,0.413699639,0.555124712,10,0,3,420.0
76424,55,5742,2,0.216195676,0.282082535,9,0,2,457.0
76429,28,4000,0,0.336897337,0.545613597,14,0,2,-1668.0
76453,50,750,1,0.9999999,0.648468708,2,0,0,749.0
76457,33,6954,1,0.9999999,0.377426312,7,0,3,2442.0
76458,27,NA,0,1.333333333,751.0,8,0,0,3715.0
76464,34,2700,2,0.9999999,0.308774528,6,2,0,-4376.0
76465,38,4479,0,0.146991834,0.023660714,4,0,0,667.0
76468,65,NA,0,0.017664704,4.0,3,0,0,780.0
76474,65,NA,0,0.013648188,18.0,4,0,0,422.0
76478,52,13000,0,0.030934001,0.136297208,9,0,1,845.0
76481,33,NA,0,0.888446215,434.0,3,0,0,1911.0
76483,32,5812,1,0.992598075,0.018407019,3,1,0,8857.0
76487,69,5946,0,0.211509412,0.57659324,30,0,1,246.0
76488,55,NA,0,0.098806103,3594.0,9,0,2,1057.0
76490,64,2500,0,0.871710911,1.229508197,11,0,2,380.0
76496,32,5416,2,0.030998708,0.417758907,7,0,2,973.0
76497,66,7158,0,0.055918672,0.318759603,16,0,1,1409.0
76499,45,7500,3,0.255846504,0.29022797,10,0,1,252.0
76501,77,9793,0,0.001674909,7.14723E-4,13,0,0,992.0
76507,62,NA,0,0.522306757,5771.0,15,0,2,292.0
76508,23,2557,0,0.065967016,0.005082095,2,0,0,2209.0
76509,46,5000,1,0.12975539,0.297540492,6,0,2,1185.0
