ID;CNT_TBM;CNT_ATM;CNT_POS;CNT_CSC
354577722;154;41;33;21
354583679;46;26;18;24
354589459;78;28;3;22
354589769;72;26;7;1
354630880;155;3;2;10
354633599;10;4;2;1
354639112;125;3;2;1
354640124;20;40;6;5
354664050;29;22;5;1
354675213;48;7;2;9
354683975;11;3;2;1
354686264;12;3;2;1
354692785;98;19;2;19
354693482;11;3;2;1
354697617;28;19;2;1
354698510;104;12;2;37
354712418;13;39;2;1
354713791;108;14;53;24
354714456;81;4;3;1
354716830;170;38;5;3
354736139;145;3;5;1
354739713;152;3;2;7
354742682;59;10;2;4
354752967;24;22;2;3
354753921;249;3;2;10
354759652;154;3;2;19
354771487;92;3;2;1
354792280;65;29;46;1
354805097;64;23;189;14
354813400;15;3;2;1
354829389;202;38;5;1
354862419;141;58;6;4
354867803;114;3;2;3
354874393;112;46;111;6
354877588;16;3;2;1
354882356;124;60;7;109
354886704;24;25;2;1
354888391;27;17;7;21
354889118;107;17;2;1
354889257;72;19;2;12
354890648;12;3;2;2
354890908;39;3;2;1
354891289;17;9;2;5
354897415;86;53;19;2
354902027;65;13;2;2
354902337;11;8;2;1
354909497;80;13;2;7
354909760;41;6;2;2
354917529;17;39;4;3
354940489;135;28;20;40
354952717;144;4;33;3
354957804;112;14;3;8
354958852;152;13;25;55
354973481;53;5;25;1
354981749;43;31;2;2
354983739;18;3;2;1
354992664;117;3;2;1
355004305;47;36;8;8
355014355;71;38;41;3
355044760;87;17;3;9
355046475;52;20;30;8
355057094;102;72;32;15
355058775;52;19;2;12
355061060;96;10;2;2
355105349;208;3;2;2
355113339;28;30;4;2
355113354;48;23;2;1
355124170;13;3;2;1
355129023;10;3;2;2
355139538;71;8;80;1
355140275;87;16;2;1
355146744;108;16;33;18
355170122;32;41;2;3
355191000;11;3;2;1
355193442;121;29;31;6
355197610;53;38;10;12
355202480;61;12;2;1
355202519;39;22;2;21
355207670;173;3;2;3
355218580;19;3;2;1
355233404;13;3;2;1
355245942;10;4;2;1
355248083;21;10;2;1
355252597;141;64;4;2
355255325;108;30;11;17
355257333;93;3;2;1
355278935;83;15;2;1
355286605;72;6;15;1
355317582;62;118;52;57
355326339;20;4;2;2
355328948;131;22;2;1
355331943;11;3;2;1
355338609;51;3;2;6
355339504;232;3;2;10
355340982;91;44;30;4
355355203;80;61;5;55
355356267;14;21;5;3
355358107;80;32;2;1
355361450;15;3;2;1
355363325;72;37;7;27
355373280;86;21;2;8
355374641;67;3;2;2
355389329;12;3;2;1
355392525;121;3;2;2
355393784;48;4;13;5
355403641;70;23;17;9
355408707;63;18;24;6
355409246;60;12;19;9
355410607;42;3;2;1
355422412;34;31;16;9
355442699;121;27;78;22
355444938;17;15;2;1
355450826;91;21;2;45
355456277;179;42;34;54
355493852;14;12;2;1
355534942;11;17;44;5
355548437;10;28;12;1
355550777;128;44;24;1
355566969;11;3;2;1
355566985;58;11;2;4
355591040;39;3;2;1
355593786;61;3;2;1
355597244;108;3;2;1
355619807;40;25;3;2
355629236;38;17;2;13
355633947;89;3;2;5
355634971;20;18;22;4
355636943;93;55;3;3
355641099;45;3;2;16
355641529;20;20;61;3
355646928;21;19;14;4
355653485;63;3;2;6
355661696;13;3;2;3
355662855;44;75;6;1
355670332;11;3;2;1
355677537;327;3;2;37
355681236;33;13;20;1
355682926;108;29;18;2
355690976;31;54;2;1
355698231;18;47;58;1
355700120;52;29;2;2
355701096;34;5;2;1
355702637;172;17;2;1
355706001;88;3;2;3
355710771;86;18;2;4
355718834;19;3;2;2
355719445;22;3;2;1
355722414;43;32;8;47
355728769;74;28;3;9
355729541;39;26;13;21
355746394;14;28;2;1
355765252;61;7;3;2
355765273;97;3;2;1
355778641;119;23;3;6
355789706;199;3;2;1
355790945;59;27;36;11
355799855;10;6;2;1
355823206;75;3;2;3
355843378;57;3;2;3
355865382;84;30;50;10
355874553;56;20;4;1
355890063;126;13;33;42
355892379;73;3;2;1
355895925;11;3;2;1
355896201;116;12;47;3
355900228;20;47;10;2
355918892;69;59;25;7
355920502;19;8;2;1
355924023;97;18;2;1
355926645;69;9;2;2
355934957;35;28;7;1
355940929;75;22;2;16
355947062;45;53;63;11
355962030;12;5;2;1
355977613;67;12;2;50
355991745;128;32;25;1
355995615;16;5;2;1
356004336;115;19;18;1
356011090;28;57;12;1
356015857;73;3;2;1
356016317;97;6;2;1
356026226;80;3;2;33
356060873;27;3;2;1
356067013;37;3;2;1
356069818;88;72;103;4
356070629;17;3;2;1
356076770;52;46;44;14
356077606;26;33;10;1
356085851;12;3;2;1
356111191;11;3;2;1
356113590;40;24;9;15
356139043;387;3;2;2
356139860;18;3;2;3
356148539;14;5;2;1
356158415;17;3;2;1
356164148;14;3;2;2
356164193;22;3;2;1
356173475;11;3;2;1
356202449;40;11;2;2
356209182;116;3;2;2
356212432;95;35;2;48
356238018;14;44;2;3
356244816;52;28;24;29
356245907;22;14;2;1
356256771;54;4;2;1
356256987;76;54;21;5
356264838;36;23;5;1
356265571;44;15;2;6
356275780;11;10;2;1
356297123;172;3;2;19
356313649;13;18;2;1
356315774;36;5;9;8
356316038;15;13;2;1
356321572;75;55;81;9
356322062;121;91;35;2
356335366;98;18;2;1
356336523;14;3;2;1
356340228;27;15;2;1
356352829;22;5;2;1
356358424;15;3;2;4
356372182;29;8;2;6
356398057;15;36;2;1
356401116;73;35;11;1
356410542;61;26;17;56
356413778;50;4;8;11
356416767;61;14;2;16
356418523;63;22;2;3
356429925;58;48;98;6
356444829;26;16;36;2
356454370;60;22;2;5
356456367;102;40;80;9
356459709;12;3;2;3
356461436;82;24;19;72
356463456;132;48;19;17
356476922;130;8;2;3
356478867;17;3;5;1
356498744;121;37;22;18
356502885;67;16;30;3
356508190;35;6;3;3
356532340;11;5;4;1
356537131;16;10;4;1
356538124;40;59;9;12
356543517;72;3;2;2
356544935;29;27;35;2
356581085;32;19;23;2
356590724;140;7;33;1
356600668;16;22;2;1
356600708;51;60;16;48
356603608;232;3;2;59
356634231;125;25;2;4
356640645;17;3;2;1
356661452;16;3;2;1
356663955;12;3;2;3
356694689;15;3;2;3
356715353;74;37;69;10
356716747;105;23;7;1
356717229;17;32;2;1
356735993;29;27;5;1
356751453;30;32;19;31
356754272;18;3;2;1
356768035;180;3;2;1
356783852;57;19;2;9
356785284;21;43;2;2
356798588;48;3;2;1
356805731;133;3;17;1
356816376;22;3;2;1
356819411;398;3;2;12
356821895;20;36;2;1
356824434;73;3;2;1
356833004;96;54;8;3
356857414;44;101;80;29
356859059;31;83;6;2
356859798;10;11;2;1
356891353;50;10;3;4
356901315;33;11;2;1
356909824;61;3;2;2
356927260;33;15;3;6
356931938;58;6;2;5
356932616;71;16;43;17
356958847;62;3;2;1
356963398;396;3;2;1
356964820;52;5;3;4
356965781;10;3;2;3
356977835;136;35;2;5
356986202;155;73;36;19
356998030;47;3;2;10
357002282;30;21;3;8
357041791;33;48;19;12
357051574;11;3;2;1
357054727;6940;3;2;25
357066523;19;3;2;1
357078209;67;13;31;1
357078383;41;31;2;1
357085951;163;5;10;4
357104442;25;17;12;6
357107169;17;13;30;1
357111303;27;21;89;1
357116701;47;3;2;17
357121660;99;17;90;1
357129267;67;30;3;1
357189299;34;20;2;5
357189357;119;12;13;12
357198261;78;3;2;4
357201155;27;9;2;1
357202104;37;35;5;1
357231678;18;8;2;8
357254625;55;27;5;3
357272898;71;36;17;1
357273692;36;76;6;9
357279510;615;3;2;1
357282899;76;3;2;1
357289295;12;3;2;1
357304595;115;16;48;28
357307533;102;42;9;23
357308954;61;31;57;1
357314278;72;3;2;5
357314598;26;5;2;1
357320031;59;7;2;6
357342723;93;11;10;14
357348847;13;30;6;1
357364629;12;3;2;1
357380820;89;31;2;4
357380950;44;21;9;1
357386870;62;3;2;1
357388888;31;46;9;2
357390450;53;3;2;1
357392037;244;27;2;12
357395194;194;22;95;33
357404269;102;88;36;31
357412799;15;3;2;1
357438644;143;5;2;6
357450907;44;14;6;1
357456042;13;4;2;1
357474409;129;19;2;2
357492904;23;19;2;31
357500692;11;3;2;1
357516003;27;25;41;15
357519135;181;3;2;13
357522655;35;12;6;1
357530775;42;17;35;12
357588731;19;30;2;3
357599855;12;9;2;1
357623631;18;12;2;3
357649349;22;7;5;9
357652876;106;21;42;1
357656716;46;16;9;12
357664905;55;26;3;7
357671004;53;7;2;4
357685867;130;3;2;2
357689478;81;44;14;2
357695935;22;5;2;2
357699320;19;5;2;2
357710518;241;5;41;7
357711856;54;102;6;1
357714635;15;10;2;2
357722215;72;38;35;8
357725330;39;24;26;13
357731907;28;4;2;4
357735634;158;22;2;4
357736487;44;3;2;4
357738709;17;3;2;2
357740449;117;24;4;84
357743225;79;65;17;34
357744546;65;4;2;1
357755954;79;16;2;7
357765050;51;32;36;3
357767384;12;3;2;1
357772904;40;15;5;32
357776777;14;3;2;1
357805853;44;52;2;1
357811242;93;6;2;3
357824501;103;12;2;6
357838347;28;13;79;5
357844816;23;6;2;1
357875523;217;3;2;1
357880606;105;17;6;10
357885623;108;10;2;1
357886749;16;3;2;4
357892759;371;3;2;13
357901115;106;43;8;3
357905839;69;10;3;8
357916118;27;7;2;1
357924021;57;15;9;10
357926877;91;9;79;8
357927489;15;4;2;4
357930552;10;21;2;3
357942856;15;3;2;1
357942963;54;11;2;1
357953375;101;47;97;15
357959683;44;3;2;1
357965416;33;21;2;2
357965452;41;5;2;7
357965820;107;19;4;8
357968647;16;6;3;3
357971679;104;7;23;2
357987756;109;4;37;1
357988803;45;39;2;1
357992372;54;3;3;5
357995153;28;11;8;7
358006334;22;8;22;1
358018265;71;5;2;1
358035521;122;18;2;12
358061845;105;3;2;2
358068552;57;5;3;1
358071404;61;5;2;9
358086707;60;3;2;1
358101506;33;48;3;11
358110348;185;32;26;30
358111310;13;3;2;2
358124296;62;13;11;26
358125790;24;3;2;1
358130667;10;5;2;1
358138966;112;8;3;11
358139666;36;47;3;8
358145878;18;14;6;3
358153031;44;13;38;1
358159693;51;9;4;55
358162030;279;26;2;4
358171202;178;38;3;1
358179688;172;21;2;2
358193651;19;3;2;1
358203189;15;3;2;4
358239930;27;14;25;5
358254355;91;27;2;1
358275186;146;29;3;63
358297835;11;3;2;1
358299315;62;16;5;13
358310593;378;108;5;9
358320665;13;29;2;1
358334688;38;34;8;3
358336993;35;29;32;9
358341869;10;5;2;1
358347491;176;10;20;54
358374647;23;20;2;3
358386223;46;22;11;17
358394581;107;19;7;1
358395277;23;15;3;1
358397850;20;3;2;4
358403608;20;16;2;1
358417281;43;37;7;14
358435240;56;56;2;6
358435736;36;47;2;33
358452264;33;3;2;1
358458748;59;14;21;13
358459287;131;3;2;1
358462360;123;18;2;13
358479081;10;30;2;1
358482143;39;5;2;4
358493834;39;46;14;1
358496013;12;3;2;1
358502379;34;31;2;3
358537866;88;28;5;4
358545197;59;3;2;16
358547823;73;36;28;10
358549172;227;3;2;3
358552898;12;3;2;1
358556026;39;39;22;23
358563573;79;85;2;8
358565427;24;3;2;1
358568071;16;10;2;1
358592032;39;35;2;1
358613254;130;14;117;1
358630308;84;109;83;7
358632742;181;3;2;7
358655669;87;25;2;27
358663400;72;39;17;3
358676057;64;28;2;9
358680205;50;38;22;1
358707853;45;31;6;6
358714469;233;3;2;1
358738109;270;37;97;14
358740167;14;3;2;1
358748305;51;59;45;1
358748421;39;17;2;5
358755088;83;4;9;3
358772516;14;3;2;1
358781280;22;31;2;1
358783997;47;3;2;3
358784624;99;3;2;2
358799585;111;3;2;3
358808205;53;47;2;11
358809205;72;34;2;3
358809490;55;25;19;6
358821294;11;3;2;1
358833333;60;7;2;1
358833580;52;20;2;1
358834082;67;10;2;1
358837686;62;7;8;1
358872078;94;23;6;11
358875384;131;12;11;1
358883133;204;3;2;2
358895555;13;6;2;3
358896426;52;4;2;10
358903099;61;25;2;14
358905447;108;37;6;1
358914070;36;3;2;2
358944521;24;35;2;4
358949906;60;3;2;1
358956468;24;34;19;1
358965785;31;23;29;4
358970503;62;16;12;13
358989326;94;43;2;1
358990351;77;53;54;7
359000896;90;18;2;1
359008311;292;3;2;1
359012938;77;26;15;11
359017947;46;8;52;1
359023089;60;61;16;39
359024508;32;3;2;1
359038748;19;75;2;9
359045360;74;11;2;2
359052623;126;9;3;3
359053390;128;3;2;5
359071660;58;53;7;3
359081334;84;47;5;28
359088701;11;21;2;3
359097248;58;28;10;3
359098497;68;10;2;1
359102721;41;3;2;1
359102919;99;48;3;18
359103925;125;3;2;4
359130236;76;3;2;4
359131222;23;65;51;1
359143574;90;12;19;2
359146849;47;3;2;1
359175050;89;3;2;4
359175070;83;18;34;11
359175237;10;3;2;8
359177117;16;41;2;1
359180423;197;22;27;8
359181360;69;29;64;1
359183832;89;62;14;16
359194861;11;8;2;1
359201330;85;34;2;2
359202159;92;21;54;5
359224423;18;34;2;4
359250579;64;5;13;7
359251712;54;3;2;1
359254252;187;114;45;8
359267939;67;24;59;7
359270808;52;42;15;4
359289060;32;3;2;4
359298138;94;24;2;6
359298272;54;47;51;3
359304422;18;9;2;1
359305888;10;6;2;1
359310300;33;7;2;5
359324002;150;91;2;1
359328333;44;41;15;20
359336967;16;14;2;1
359353201;35;76;7;1
359353624;14;8;17;9
359359292;32;42;63;2
359367820;196;25;2;5
359385663;25;3;2;9
359387826;150;25;74;21
359416794;31;3;2;1
359424479;39;20;5;2
359436494;26;15;11;6
359479012;12;3;2;1
359512375;155;3;2;1
359517276;114;34;4;9
359525423;19;10;2;5
359527532;11;3;2;1
359539246;108;3;2;39
359565699;106;3;2;1
359572920;49;27;14;1
359586278;11;3;2;1
359591103;217;36;106;22
359600099;49;12;2;2
359600734;29;61;14;19
359601556;72;17;34;1
359604967;35;38;90;3
359612897;54;3;2;2
359620342;18;3;2;1
359630741;36;44;51;1
359638472;69;3;33;1
359639750;126;43;73;12
359648938;126;36;7;2
359654315;120;17;104;14
359657472;48;3;2;2
359657669;14;7;2;1
359658421;13;15;11;3
359662307;75;16;27;2
359707249;81;3;2;15
359708918;55;20;75;11
359711458;12;3;2;1
359718126;159;42;41;6
359722026;130;3;2;1
359728486;71;3;2;8
359737130;35;78;32;20
359756209;11;3;2;1
359765139;133;63;16;8
359768782;11;3;2;1
359777607;11;3;8;4
359793935;41;27;28;1
359805382;35;12;65;8
359814568;17;5;2;1
359815790;45;10;7;5
359817007;47;7;27;1
359819487;38;22;4;3
359822217;106;24;2;6
359823570;10;23;2;3
359830049;57;3;2;2
359830844;16;3;2;1
359841008;20;3;2;1
359843175;45;3;2;5
359852836;20;14;2;1
359866783;81;21;2;5
359875563;84;14;12;19
359890245;148;9;34;1
359892210;35;3;2;1
359894456;15;3;2;1
359906441;17;26;2;1
359912273;98;7;2;2
359917355;11;12;2;1
359924566;11;3;2;1
359934276;91;20;2;6
359936140;242;52;2;71
359944071;77;39;2;8
359968138;78;42;14;1
359975313;120;12;6;1
359975804;86;5;2;2
359976409;79;32;2;1
359987144;104;25;31;2
359993729;45;77;45;3
360016784;224;20;67;12
360035469;189;65;21;3
360057539;11;6;2;1
360057652;21;16;34;1
360063701;172;3;2;1
360099077;31;11;5;6
360100463;54;6;89;3
360102818;22;38;2;1
360138937;14;3;2;1
360144401;56;16;78;24
360162120;65;3;2;1
360181812;20;3;2;2
360188411;28;59;6;2
360208358;106;3;2;1
360214793;55;3;2;1
360220805;19;3;2;1
360223852;24;51;9;1
360241701;11;3;2;1
360260835;19;20;3;1
360263669;17;3;2;1
360265210;50;34;26;11
360266453;47;29;3;1
360277576;11;3;2;1
360282831;10;3;2;3
360291418;15;12;10;1
360292493;160;10;58;4
360294180;63;3;2;1
360304421;36;58;2;2
360305196;83;24;89;1
360306202;41;3;2;1
360306489;12;24;2;1
360313683;92;23;5;10
360317471;20;51;2;1
360336535;125;13;3;1
360352690;227;3;2;1
360356331;125;34;10;4
360365923;25;23;2;1
360365988;70;17;2;12
360379735;43;7;46;10
360400241;35;3;2;1
360408710;11;7;2;1
360432085;105;31;3;3
360432408;131;18;28;31
360465918;16;3;2;1
360473677;66;13;6;1
360475704;72;12;2;1
360482853;10;18;3;1
360485054;55;25;3;2
360489727;42;3;2;1
360498180;135;3;2;3
360502688;30;3;2;1
360505644;134;20;56;27
360506930;76;70;3;11
360515161;160;3;2;3
360540025;41;42;2;23
360543455;84;3;2;1
360567282;80;24;2;91
360567946;65;58;37;9
360570133;15;3;2;1
360577129;54;24;63;7
360579154;48;3;2;1
360593671;114;35;72;1
360595258;141;3;2;18
360596029;91;40;2;1
360609275;41;18;28;3
360609949;48;10;5;1
360615221;32;12;2;6
360618536;16;27;18;4
360625660;89;5;8;1
360646991;72;3;2;2
360650664;20;6;8;8
360666444;30;3;2;1
360675865;29;3;2;1
360683928;43;3;2;1
360687872;11;6;4;1
360695022;26;4;2;1
360707998;157;53;3;2
360711355;62;15;7;4
360716360;159;54;69;4
360730752;25;5;2;6
360745952;45;15;17;1
360755401;47;14;41;7
360756177;72;3;18;1
360771049;134;7;2;1
360779452;219;3;2;2
360782121;133;3;2;1
360785071;52;16;2;4
360789788;10;6;3;1
360820551;14;3;2;3
360827672;27;3;2;1
360828612;16;9;2;2
360830315;88;59;9;16
360834100;136;3;2;2
360844875;16;3;2;1
360852845;117;13;2;1
360871702;63;18;2;2
360882512;33;36;4;21
360898394;83;3;2;4
360898453;54;11;28;9
360900687;69;3;2;14
360914933;124;3;2;1
360924152;10;8;2;1
360925809;32;10;5;2
360940036;66;3;2;2
360940838;48;30;17;10
360941248;38;6;6;1
360973378;109;31;25;7
360982828;11;3;2;1
361006084;30;3;2;15
361009507;130;19;2;1
361017421;17;49;16;49
361022642;38;28;2;3
361023572;106;19;2;1
361053994;190;15;62;1
361066989;12;9;2;5
361067349;47;13;17;7
361088588;15;3;2;3
361100714;34;45;2;8
361104931;84;19;3;1
361107841;23;51;2;3
361124195;52;4;2;1
361135107;32;11;2;1
361135327;11;3;2;1
361140897;13;15;3;1
361145585;139;34;4;3
361163507;54;17;2;2
361172397;37;72;79;19
361181795;32;13;9;3
361194708;27;4;2;61
361200878;25;3;2;1
361203111;91;5;77;6
361204168;55;20;23;1
361225665;145;3;2;1
361229350;118;5;19;25
361230693;94;19;10;7
361237756;112;25;64;3
361243337;52;26;22;1
361247716;12;3;2;1
361248469;11;3;2;1
361255661;39;9;2;3
361270607;11;3;2;1
361273182;21;17;2;4
361294015;13;3;2;1
361303580;88;34;20;52
361304111;32;113;27;20
361318986;37;19;13;2
361328304;14;4;2;2
361333019;171;30;8;2
361334078;53;31;3;4
361339447;15;14;2;3
361354488;96;3;2;3
361359004;31;5;8;6
361367442;51;105;35;4
361367932;66;30;9;3
361370279;87;3;2;5
361370285;191;3;2;1
361375592;16;3;2;1
361379394;21;7;2;4
361386107;133;25;80;26
361435814;31;43;35;3
361442553;117;27;14;1
361465196;72;98;69;75
361479681;102;3;2;1
361483156;115;94;20;9
361506631;103;26;7;1
361514446;48;3;2;3
361514804;73;3;2;1
361526321;38;20;9;5
361528647;14;3;2;1
361536781;88;3;2;1
361549386;65;34;11;16
361550388;51;5;2;1
361558844;55;8;14;8
361571887;126;36;7;5
361573082;56;4;2;1
361581466;17;74;41;1
361588667;11;5;2;2
361596993;13;3;2;1
361608959;42;47;24;29
361614570;100;39;78;24
361617464;56;35;9;3
361635864;24;27;2;3
361675875;78;6;7;1
361684894;114;5;2;9
361717578;50;165;7;22
361741027;125;4;2;1
361742327;68;3;2;2
361760304;29;13;4;3
361772724;10;3;2;2
361774046;120;40;11;5
361777676;152;21;16;5
361784552;15;8;2;1
361784788;86;43;2;5
361785362;103;16;2;1
361789364;229;4;3;6
361807157;23;12;2;20
361808881;19;68;2;2
361810774;106;12;4;13
361818348;78;3;3;1
361858273;101;34;19;9
361871527;137;13;2;3
361880019;57;18;2;1
361903916;28;19;4;43
361903965;12;3;2;2
361921878;116;48;6;14
361930845;52;15;2;1
361942249;115;40;4;2
361943679;27;26;5;14
361953807;34;3;2;1
361956259;35;4;2;1
361959054;134;43;2;6
361969992;96;40;85;37
361974389;83;3;2;1
361977423;104;53;10;2
361981236;67;41;41;1
361989895;90;9;74;1
361992784;10;15;2;2
362024120;52;64;3;1
362038966;44;21;3;1
362040686;11;3;2;1
362043274;61;3;2;2
362044679;38;32;2;1
362049118;153;3;2;6
362056482;56;12;4;1
362137311;14;49;2;1
362150513;76;3;2;2
362155518;177;14;2;2
362171055;21;47;4;2
362182215;88;36;7;30
362183381;69;22;9;1
362184715;43;26;2;2
362186886;86;9;2;6
362195871;10;10;2;1
362199015;71;38;2;3
362200561;53;44;2;15
362204311;104;3;2;14
362204981;207;108;2;3
362206252;137;70;92;63
362208944;139;3;2;1
362210621;12;3;2;1
362212294;111;45;16;2
362213857;36;18;20;6
362215960;68;11;3;1
362216737;21;74;3;1
362272325;64;19;10;2
362285183;37;56;7;25
362286528;102;55;7;30
362290517;89;23;43;1
362294725;46;24;124;40
362298720;24;3;2;1
362303544;112;38;37;1
362305952;44;42;20;17
362311625;32;34;19;1
362314956;40;3;2;3
362315862;30;3;2;1
362319810;48;3;4;4
362325438;50;3;2;1
362339405;36;8;2;4
362345110;18;13;8;1
362345511;96;3;2;1
362370213;58;63;26;4
362418918;194;16;14;13
362418941;85;5;4;1
362422025;17;3;2;5
362435937;44;18;4;12
362440202;31;3;2;1
362444421;86;10;28;21
362487164;19;26;13;2
362488094;25;29;56;23
362497365;138;3;2;16
362501757;17;30;49;1
362516618;16;3;2;1
362524454;19;7;2;59
362530129;30;3;2;1
362531276;205;21;2;32
362542417;96;32;2;29
362558345;84;23;2;4
362571697;54;69;18;10
362580271;75;52;12;6
362590159;72;18;28;1
362598822;48;57;62;2
362599589;27;28;2;2
362600988;29;6;6;7
362602971;41;38;2;1
362603292;87;40;7;1
362635336;20;102;16;2
362651612;78;25;38;1
362665456;35;52;39;1
362666354;52;3;2;1
362667923;164;3;2;6
362676460;22;3;2;1
362677824;70;91;2;1
362687558;72;32;14;1
362702669;70;3;2;1
362704011;109;5;125;7
362715386;54;36;13;6
362718413;10;3;2;2
362720970;152;25;3;37
362726709;12;3;2;1
362750749;75;59;22;1
362759797;181;13;2;7
362765818;19;32;8;1
362782551;11;3;2;1
362783162;16;14;2;1
362796857;16;3;2;1
362801418;57;63;45;1
362813194;154;15;20;17
362822009;68;19;13;11
362829342;11;3;3;1
362837078;21;3;2;2
362853328;13;3;2;1
362853683;30;54;8;5
362857683;23;48;2;5
362861488;132;17;2;1
362864987;51;15;2;1
362872743;14;26;2;1
362873684;214;56;40;3
362874964;110;33;4;3
362880998;15;3;2;1
362886255;29;12;2;1
362894921;88;38;4;8
362908509;18;3;2;6
362911368;51;3;2;1
362912544;81;5;2;1
362918031;79;3;2;1
362921905;74;12;7;19
362938475;59;3;2;2
362942483;51;19;10;12
362950271;473;3;2;5
362963978;38;19;53;6
362974524;194;49;16;14
362978175;145;21;2;2
362990757;17;3;2;1
362990761;64;3;8;1
363005090;23;11;2;2
363009287;158;3;2;5
363020183;25;23;9;2
363031097;11;3;2;1
363033324;92;3;2;26
363034244;76;3;2;1
363066296;15;3;2;2
363080172;191;10;2;10
363092958;35;18;2;2
363097985;13;11;2;5
363111811;15;14;2;2
363125012;12;3;2;1
363127498;81;25;19;3
363134582;20;6;2;3
363164675;115;3;2;1
363193498;31;26;58;1
363208062;49;28;20;2
363217862;62;5;26;2
363222778;28;44;14;12
363224111;55;72;2;5
363233700;43;29;2;2
363240487;79;3;2;1
363253715;43;3;2;1
363267213;36;29;6;7
363279276;114;33;14;1
363289718;84;14;2;3
363291652;73;26;25;1
363294279;13;3;2;1
363308535;40;51;35;1
363321515;87;7;2;2
363341587;112;15;9;20
363342580;209;3;2;3
363344706;36;24;74;3
363348349;71;3;2;4
363354582;76;21;11;1
363361279;44;34;2;10
363368054;23;19;3;1
363377639;23;7;2;7
363390646;77;3;2;1
363402534;132;68;23;1
363403816;103;39;58;81
363409481;10;4;2;1
363423959;142;69;31;19
363435932;74;3;2;1
363442228;28;52;7;5
363451644;11;10;2;1
363451678;60;3;2;1
363453523;57;3;4;1
363455926;11;3;2;1
363459972;131;22;2;3
363475487;18;7;2;2
363497420;12;3;2;1
363497629;19;18;10;9
363503132;55;17;2;2
363511392;130;3;2;16
363521162;78;3;2;2
363552885;56;20;39;7
363576595;26;3;4;1
363594996;17;22;4;5
363596096;138;4;2;9
363602086;113;3;2;1
363607385;30;3;7;12
363610254;155;3;2;1
363615374;46;28;2;4
363618014;15;14;2;1
363621107;95;35;2;1
363635557;78;29;2;45
363643361;49;10;2;7
363643671;73;3;2;1
363653958;36;18;7;1
363671079;12;3;2;1
363684769;128;7;14;1
363688244;98;74;23;61
363732793;55;6;3;1
363734779;93;3;3;1
363737570;66;9;3;4
363738158;76;5;2;5
363757662;133;18;2;1
363757671;55;49;15;52
363757803;37;23;53;3
363762604;39;34;9;1
363765064;34;10;2;1
363767220;88;3;2;1
363771946;15;3;2;5
363788393;65;25;33;3
363793986;100;19;16;55
363799749;24;3;2;7
363818153;28;3;2;1
363827321;10;7;2;1
363851783;88;48;65;77
363859461;16;3;2;1
363861712;221;11;5;1
363869544;48;34;30;2
363870940;45;24;17;66
363871168;19;3;2;1
363878869;43;28;7;4
363891291;13;7;2;1
363905093;21;31;7;9
363905545;74;4;2;33
363910915;30;3;2;6
363913071;64;3;2;1
363953949;99;26;3;25
363956191;107;41;35;36
363963489;23;17;2;1
363970992;11;7;2;1
363994849;166;23;111;16
364001868;55;7;2;3
364019256;183;28;17;38
364028574;54;12;2;1
364029273;15;3;2;1
364043614;55;42;2;18
364064161;122;39;20;9
364064848;117;22;3;1
364069647;37;7;4;8
364084253;111;3;3;1
364088449;49;28;2;1
364100650;44;3;2;1
364101498;56;25;51;9
364114450;87;61;39;4
364136751;158;19;16;5
364140013;49;17;2;1
364151588;241;20;18;1
364164387;79;21;9;9
364173941;24;6;2;2
364181882;120;37;63;19
364203342;63;23;2;3
364237793;27;7;2;5
364238926;12;11;2;1
364241683;18;3;2;1
364251893;52;21;29;26
364253980;53;18;2;2
364267855;108;55;13;13
364275991;80;10;24;3
364278172;94;28;6;1
364282198;38;6;5;1
364282699;20;3;2;5
364298050;125;3;9;1
364298839;135;44;46;2
364306275;13;3;2;1
364322744;216;49;19;2
364323582;31;3;2;1
364325490;57;3;2;1
364388176;13;3;2;8
364396580;55;8;36;6
364398022;178;3;2;1
364398326;66;5;44;1
364406833;89;14;2;11
364414617;71;19;2;7
364422024;28;17;52;5
364424262;109;47;31;4
364425213;108;18;2;7
364425374;23;10;2;1
364441185;73;3;2;3
364456068;68;3;2;2
364474005;49;93;34;2
364485997;50;31;3;1
364521524;15;3;2;1
364547148;216;40;2;6
364558375;122;46;28;12
364561064;19;3;2;3
364563472;118;24;2;5
364575147;47;4;8;11
364594655;28;15;48;11
364595399;244;43;2;10
364597590;49;8;5;1
364604597;13;3;2;1
364618903;109;3;2;1
364631105;29;24;39;17
364637571;131;25;60;76
364638369;168;61;73;24
364648206;73;28;2;3
364662999;44;3;2;1
364675320;117;15;18;1
364677515;67;7;19;1
364680825;15;3;2;1
364700552;13;3;2;1
364728958;26;52;13;1
364736024;62;56;39;16
364741531;58;20;7;13
364744511;38;36;2;2
364768136;18;3;2;4
364768702;138;3;43;1
364778578;10;4;2;1
364785825;43;3;2;5
364794401;641;10;18;14
364796131;133;5;2;1
364806145;110;3;2;3
364815115;149;5;12;6
364821115;30;35;19;13
364829988;10;3;2;2
364831194;89;3;2;2
364840851;41;42;9;14
364857301;123;35;39;35
364861009;122;25;32;47
364868465;87;10;17;1
364873299;125;3;2;5
364876130;36;15;18;8
364881281;21;75;34;1
364883563;110;41;2;1
364894539;17;51;12;3
364913681;20;81;2;1
364915715;348;21;2;5
364935933;29;11;4;8
